#,Listing Title,SKU,LastUpdated,ExpiryDate,SEOTips,Age(Days),VisibilityScore,TotalViews,Views Per Day,TagCount,ImageCount
192,"Eucalyptus Folded Thank You Card, Wedding Thank You Cards, Thank You Cards Wedding, Thank You Card,  Envelope, Olive, Greenery, Rustic, Boho (908089490)",PS/tyc/eucalyptus,2022-12-2308:27,2023-04-2307:27,6,751,94%,"2,114",2.81,13,10
927,"Wedding Invitation, Concertina Wedding Invite, Wedding Invitations Folded, Tri Fold Wedding Invitation, Wedding Invites, Photo, Pictures (692475707)",PS conc/onephoto,2022-12-0710:21,2023-02-1816:32,4,"1,381",94%,"3,925",2.84,13,10
99,"Burgundy Flowers, Wedding Invitation, Concertina Wedding Invites, Folded Wedding Invite, Timeline Wedding Invitation, Invitations Wedding (979222936)",PS conc/burgflowers,2022-12-3015:22,2023-04-1216:46,4,638,94%,"1,816",2.85,13,10
97,Bridesmaid Cards | Will You Be My Bridesmaid | Will You Be My Bridesmaid Card | Bridesmaid Ask Card | Bridesmaids Proposal (1337293543),WHITE + WS,2022-11-2216:27,2023-03-2215:27,5,60,94%,171,2.85,13,10
404,"Lavender Wedding Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (651830739)",PS/tyc/lavender,2022-12-0804:00,2023-04-0803:00,6,"1,536",94%,"4,388",2.86,13,10
190,Envelope Lining - Finishing Option (1075794458),,2022-12-2813:51,2023-04-2812:51,3,464,94%,"1,328",2.86,13,10
586,"Save The Date, Save The Date Card, Wedding Card, Wedding Invitation, Personalise, Hochzeit, Sage, Karten, Mariage Champtre, Simple, Rustic (711284047)",PS sdc/whiteroses,2022-12-3016:31,2023-04-3015:31,5,"1,307",94%,"3,777",2.89,13,10
493,"Return Address, Envelope Printing, Envelope Addressing Service, Wedding Envelope Printing, Envelope Address Printing (1327645092)",1ST CLASS,2022-12-2612:21,2023-04-2611:21,3,54,95%,158,2.93,13,10
759,"Tri Fold Wedding Invitation, Floral Wedding Invite, Wedding Invitations Spring, Wedding Invites Fold, Greenery, Announcement, Botanical (803817393)",PS conc/spring,2022-12-3007:27,2023-04-3006:27,4,972,95%,"2,846",2.93,13,10
463,"Photo Booth Table Plan Wedding, Seating Chart, Seating Plan, Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart, (846486321)",Outlinetext,2022-12-0710:22,2023-02-0512:28,4,885,95%,"2,611",2.95,13,10
490,"Purple Save The Date, Save The Dates, Save The Date Cards, Wedding Save The Date, Lavender, Wildflower, Rustic, Floral, Greenery, Bluebells (603929739)",PS sdc/lave,2022-12-2907:03,2023-04-2906:03,6,"1,738",95%,"5,131",2.95,13,10
75,"Blue Floral Wedding Invitation, Navy Wedding Invite, Floral Wedding Invites, Wedding Invitations Rustic, Rose, All In One, Tri, Elegant (946806391)",PS conc/blueflora,2022-12-0710:21,2023-04-0220:39,5,709,95%,"2,094",2.95,13,10
922,"Wedding Invitation, Concertina Wedding Invite, Wedding Invitations Folded, Tri Fold Wedding Invitation, Wedding Invites, Autumn, Fall (692475767)",PS conc/autumn,2022-12-3011:29,2023-04-3010:29,4,"1,381",95%,"4,157",3.01,13,10
379,Invites With Finishing Options | Gatefold | Wedding Bundle | Wedding Invites | Monroe (1303701824),Gate + Env,2022-12-2908:35,2023-04-2907:35,3,89,95%,276,3.10,13,10
18,"Autumn Foil Concertina Invite, Foiled Wedding Invitations, Invites, Luxury Invitation, Card, Suite, Gold Foil, Rose Gold, Silver, Rustic (1237087828)",conc/autumn/ONE,2022-12-1507:22,2023-04-0906:56,4,200,95%,627,3.14,13,10
468,"Photo Booth, Table Names Wedding, Photo Table Numbers, Table Names Cards For Wedding, Table Name Cards, Table Name Signs, Table Number (753069341)",WOODENHOLDERS,2022-12-1412:05,2023-04-1411:05,6,"1,143",95%,"3,605",3.15,13,10
401,"Lavender Wedding Invitations, Wedding Invites Purple, Wildflower Wedding Invitation, Wild Flower, Wedding Invite Floral, With Menu, Timeline (720334621)",PS gate/lave,2022-12-2907:03,2023-04-2906:03,4,"1,270",95%,"4,169",3.28,13,10
992,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Pink, Blush, Floral (822432552)",men/whim,2022-12-0108:20,2023-01-2812:35,6,905,95%,"2,980",3.29,13,10
354,"Gold Lines Wedding Invitations, Invite, Evening Invitation, Reception Invite, Wedding, Unique, Stylish, Personalised, Envelopes, Luxury (915411924)",PS flat/goldlines,2022-12-0607:29,2023-03-0711:50,6,739,96%,"2,515",3.40,13,10
815,WEDDING INVITATION | Blue Roses | Dusty Blue Wedding (1315664153),PS gate/Blue Roses,2022-12-2407:48,2023-04-2406:48,2,92,96%,315,3.42,13,10
936,"Wedding Invitation, Gatefold Wedding Invites, Folded Wedding Invite, Timeline Wedding Invitation, Invitations Wedding, Kraft, Rustic (803743753)",PS gate/krft,2022-12-0710:22,2023-03-1505:35,4,972,96%,"3,348",3.44,13,10
587,"Save The Date, Save The Date Card, Wedding Card, Wedding Invitation, Personalise, Hochzeit, Sage, Karten, Mariage Champtre, Simple, Rustic (743865083)",PS sdc/simpletext,2022-12-0606:20,2023-02-2016:50,5,"1,177",96%,"4,131",3.51,13,10
991,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Olive, Greenery, Rustic (753139575)",PS/men/olive,2022-12-1714:26,2023-04-1713:26,6,"1,143",96%,"4,017",3.51,13,10
589,Save The Dates &amp; Invitations | Save Money | Wedding Bundle (1319005435),Single Card + Save Dates,2022-12-2004:41,2023-04-2003:41,4,87,96%,307,3.53,13,10
653,"Spring Save The Date, Burst Save The Date, Save The Date Cards, Save The Date Card, Greenery, Watercolour Save the Date Card, Pretty, Eco (805816019)",PS sdc/springland,2022-12-2817:24,2023-04-2816:24,6,968,96%,"3,460",3.57,13,10
784,Wedding Envelopes | Forest | Printed Envelopes | C6 Envelopes (1195441212),,2022-12-2008:12,2023-04-2007:12,2,271,96%,978,3.61,13,10
732,THANK YOU | Bouquet | Thank You Cards | Personalized Thank You Cards Wedding | Wedding Thank You Cards | Thank You Cards Wedding (1344487607),PS/tyc/bouquet,2022-12-0721:07,2023-04-0720:07,5,50,96%,181,3.62,13,10
585,"Save The Date, Save The Date Card, Wedding Card, Wedding Invitation, Personalise, Hochzeit, Sage, Karten, Mariage Champtre, Simple, Rustic (603924717)",PS sdc/confetti,2022-12-0606:12,2023-03-2516:50,5,"1,738",96%,"6,337",3.65,13,10
792,Wedding Envelopes | Sage | Printed Envelopes | C6 Envelopes (1195438816),,2022-12-1909:44,2023-04-1908:44,2,271,96%,990,3.65,13,10
13,Adhesive Wax Seal | White (1252365021),1/white/ws,2022-12-1015:33,2023-04-1014:33,3,198,96%,724,3.66,13,10
1059,"WELCOME SIGN | Olive | Eucalyptus Wedding, Welcome To Our Wedding Sign, Couples Shower Welcome Sign, The Night Before Welcome Sign (1332461825)",A4 CARD,2022-12-0710:22,2023-03-2811:09,3,67,96%,246,3.67,13,10
367,"Greenery Wedding Invitation, Eucalyptus Wedding Invite, Floral Wedding Invites, Wedding Invitations Rustic, Folded, Menu, Green, RSVP, Gold (720339747)",PS gate/greeneryeuc,2022-12-2620:53,2023-04-2619:53,5,"1,270",96%,"4,728",3.72,13,10
395,"Landscape Photo Thank You Card, Photo Thank You Cards, Thank You Cards Wedding Photo, Wedding Thank You Cards, Rustic, Boho, Simple, Quality (651829335)",PS/tyc/saritha,2022-12-2906:25,2023-04-2905:25,6,"1,536",96%,"5,798",3.77,13,10
940,"Wedding Invitation, Gatefold Wedding Invites, Folded Wedding Invite, Timeline Wedding Invitation, Invitations Wedding, Simple, Calligraphy (706475580)",PS gate/callig,2022-12-2707:53,2023-04-2706:53,4,"1,270",96%,"4,831",3.80,13,10
1,"3 Photo Thank You Card, Collage Thank You Cards, Thank You Cards Wedding Photo, Photos, Pictures, Rustic, Simple, Boho, Elegant, Multiple (651830701)",PS/tyc/3photos,2022-12-3011:38,2023-04-3010:38,6,"1,536",96%,"5,860",3.82,13,10
196,"Eucalyptus Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Reception Seating Chart (1209994909)",Outlinetext,2022-12-1115:38,2023-04-1114:38,4,270,96%,"1,039",3.85,13,10
131,Designs &amp; Production Service Upgrades (1181050529),,2022-12-2617:52,2023-04-2616:52,2,317,96%,"1,221",3.85,13,10
1005,"Wedding Photo Thank You Cards With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (575499937)",PS/tyc/one,2022-12-0110:36,2023-03-3014:58,6,"1,859",96%,"7,339",3.95,13,10
17,"Argyle Apple, Save The Date, Greenery, Save The Dates Green, Wedding Save The Date Cards, Personalised, Eucalyptus, Rustic, Country, Sage (1013909259)",PS sdc/argylapple,2022-12-1415:56,2023-04-1414:56,6,605,96%,"2,447",4.04,13,10
945,"Wedding Invitation, Invites, Invitation Set, Invitation Cards, Gatefold, Concertina, Tri Fold, Reception, Evening, Personalised, Listing 2 (980133583)",,2022-12-2821:26,2023-04-2809:24,4,658,96%,"2,686",4.08,13,10
551,"Rustic Wedding Invitation, Floral Wedding Invites, Wedding Invite Sample, Wedding Invitations Set, Evening, Menu, Envelopes, Inserts, RSVP (570226728)",PS flat/rustflor,2022-12-0607:41,2023-01-2815:33,4,"1,822",96%,"7,482",4.11,13,10
954,"Wedding Invitation, Wedding Invites, Wedding Invite, Timeline Wedding Invitation, Invitations Wedding, Kraft, Rustic, Menu, Inserts, Details (578096657)",PS flat/kraft,2022-12-0607:22,2023-03-2407:49,4,"1,850",96%,"7,598",4.11,13,10
929,"Wedding Invitation, Concertina Wedding Invite, Wedding Invitations Folded, Tri Fold Wedding Invitation, Wedding Invites, Sunflowers, Yellow (720043779)",PS conc/sunf,2022-12-2812:00,2023-04-2811:00,4,"1,271",97%,"5,385",4.24,13,10
94,"Bouquet Wedding Invitation, Eucalyptus Wedding Invite, Floral Wedding Invites, Wedding Invitations Rustic, White Rose, RSVP, All In One, Tri (946804265)",PS conc/bouq,2022-12-3011:28,2023-04-3010:28,6,709,97%,"3,018",4.26,13,9
368,"Greenery Wedding Invites, Floral Wedding Invitation, Wedding Invitations Blush, Wedding Invite With Menu, Timeline, Details, Inserts, RSVP (678621614)",PS conc/burst,2022-12-0710:21,2023-03-2410:34,4,"1,381",97%,"5,890",4.27,13,10
16,"Argyle Apple Wedding Invitation, Sage Wedding Invites, Greenery, Floral, Botanical, Reception, All In One, RSVP, Menu, Envelopes, Rustic (942455742)",PS conc/argyle,2022-12-2721:59,2023-03-2107:42,4,695,97%,"2,971",4.27,13,10
924,"Wedding Invitation, Concertina Wedding Invite, Wedding Invitations Folded, Tri Fold Wedding Invitation, Wedding Invites, Gold, Yellow, Menu (678621756)",PS conc/confetti,2022-12-0710:21,2023-02-2820:02,4,"1,381",97%,"5,919",4.29,13,10
584,"Save The Date, Save The Date Card, Wedding Card, Wedding Invitation, Personalise, Hochzeit, Sage, Karten, Mariage Champtre, Simple, Rustic (602659521)",PS sdc/booth,2022-12-0606:24,2023-02-1715:50,5,"1,743",97%,"7,525",4.32,13,10
939,"Wedding Invitation, Gatefold Wedding Invites, Folded Wedding Invite, Timeline Wedding Invitation, Invitations Wedding, Simple Floral (720327677)",PS gate/outline,2022-12-0710:22,2023-02-2416:59,4,"1,270",97%,"5,491",4.32,13,10
260,Funny Wedding Card | Fucking Finally | Congratulations Card | Custom Wedding Card | Wedding Cards (1323892576),WHITE + WS,2022-11-1510:45,2023-03-0916:58,5,59,97%,257,4.36,13,10
400,"Lavender Wedding Invitation, Purple Wedding Invitations, Wildflower Wedding Invites, Wild Flower, Timeline Wedding Invite, Guest Information (747584351)",PS flat/lave,2022-12-1317:28,2023-04-1316:28,4,"1,163",97%,"5,072",4.36,13,10
283,"Gatefold Wedding Invitation, Floral Wedding Invite, Wedding Invitations Spring, Wedding Invites Fold, Greenery, Announcement, Botanical (803743655)",PS gate/spring,2022-12-2809:09,2023-04-2808:09,4,972,97%,"4,271",4.39,13,10
195,"Eucalyptus Save The Date Cards, Save The Date, Save The Dates, Save The Date Card, Save Our Date, Simple, Unique, Elegant, Affordable (921278335)",PS sdc/euc,2022-12-2816:13,2023-04-2815:13,6,752,97%,"3,389",4.51,13,10
360,"Greenery Eucalyptus Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Events, Wedding Day Program (851762390)",PS/concprog/greeneryeuc,2022-12-0119:03,2023-04-0118:03,6,848,97%,"3,834",4.52,13,6
757,"Tis The Season Wedding Invitation, Festive, Christmas, Pine Cones, Winter, Seasonal, Concertina Wedding Invite, Wedding Invitations Folded (1019259369)",PS conc/tis,2022-12-0806:53,2023-04-0805:53,4,596,97%,"2,797",4.69,13,10
1088,"White Roses Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic (851818796)",PS OOSbook/Whitro,2022-12-2016:15,2023-04-2015:15,5,848,97%,"4,113",4.85,13,10
101,"Burgundy Watercolour Wedding Invitation, Burgundy Invites, Maroon Trifold, Reception, Evening, Personalised, Customised, Affordable, Red (1004912863)",PS conc/burgwater,2022-12-1504:12,2023-04-1503:12,4,620,97%,"3,033",4.89,13,10
948,"Wedding Invitation, Unique Wedding Invites, Wedding Invitations, Reception, Wedding Invitations With Envelopes, Wedding Invites With Details (921288269)",PS flat/blueflorcircle,2022-12-3009:44,2023-04-3008:44,6,752,97%,"3,766",5.01,13,10
758,"Top Hat Save The Date, Mr &amp; Mr Save The Dates, Save The Date Cards, Wedding Save The Date, Gay Wedding, Same Sex, Simple, Classic, Unique (590141946)",PS sdc/mr+mr,2022-12-0606:26,2023-02-0304:50,6,"1,738",97%,"8,706",5.01,13,10
1084,"White Floral Wedding Invitation, Rose Wedding Invite, Wedding Invitations Rustic, Greenery Wedding Invites, Wedding Invitation With Timeline (747584481)",PS flat/whiteroses,2022-12-1323:28,2023-04-1322:28,4,"1,163",97%,"5,988",5.15,13,10
81,"Blue Roses Wedding Invitation, Unique Wedding Invites, Wedding Invitations, Reception, Wedding Invitations With Envelopes, Powder Blue, Gold (1041802725)",flat/blueroses,2022-12-3016:24,2023-04-3015:24,6,554,97%,"2,870",5.18,13,10
474,"Place Card, Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names, Name Tags For Table (840728954)",PS plc/whimsical,2022-12-1512:05,2023-03-1709:13,5,869,97%,"4,530",5.21,13,10
365,"Greenery Wedding Invitation, Eucalyptus Wedding Invite, Floral Wedding Invites, Wedding Invitations Rustic, Evening, Menu, Green, RSVP, Gold (733722060)",flat/greeneryeuc,2022-12-1117:46,2023-04-1116:46,4,"1,163",97%,"6,087",5.23,13,10
470,"Photo Wedding Invite, Picture Wedding Invitation, Folded, Concertina, Wedding Invitations With Envelopes, Wedding Invites With Details, RSVP (607684381)",PS conc/booth,2022-12-2903:43,2023-04-2902:43,4,"1,721",97%,"9,048",5.26,13,10
382,"Invites, Inserts &amp; Wraps | Single Card Invites | Wedding Bundle | Monroe (1318371817)",INV+ENV,2022-12-1310:28,2023-04-0907:21,3,88,97%,463,5.26,13,10
553,"Sage Green Save The Date, Greenery Save The Dates, Eucalyptus Save The Date Cards, Wedding Save The Date, Leaves, Leaf, Simple, Floral (650307172)",PS sdc/sagegreenery,2022-12-0606:14,2023-03-2015:54,6,"1,489",98%,"8,416",5.65,13,10
93,"Blush Wedding Invitation, Floral Wedding Invites, Wedding Invitations Flowers, Wedding Invite With Menu, Concertina, Evening, RSVP, Details (621191439)",PS flat/blushfloral,2022-12-0607:31,2023-02-2718:52,4,"1,660",98%,"9,443",5.69,13,10
935,"Wedding Invitation, Gatefold Wedding Invites, Folded Wedding Invite, Timeline Wedding Invitation, Invitations Wedding, Gold, Destination (720337889)",PS gate/destination,2022-12-1118:00,2023-04-1117:00,4,"1,270",98%,"7,511",5.91,13,10
931,"Wedding Invitation, Gatefold Wedding Invite, Wedding Invitations Folded, Gate Fold Wedding Invitation, Wedding Invites, Blush, Rustic, RSV (706483150)",PS gate/blushflor,2022-12-2916:16,2023-04-2915:16,4,"1,270",98%,"8,435",6.64,13,10
923,"Wedding Invitation, Concertina Wedding Invite, Wedding Invitations Folded, Tri Fold Wedding Invitation, Wedding Invites, Blush, Rustic, RSVP (706182252)",PS conc/blushflor,2022-12-3016:30,2023-04-3015:30,4,"1,271",98%,"8,517",6.70,13,10
942,"Wedding Invitation, Gatefold Wedding Invites, Folded Wedding Invite, Timeline Wedding Invitation, Invitations Wedding, White, Roses, Floral (706482110)",gate/whiterose,2022-12-2016:15,2023-04-2015:15,4,"1,270",98%,"8,519",6.71,13,10
445,"Olive Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (846486219)",Outlinetext,2022-12-0710:22,2023-03-1414:03,4,885,98%,"5,974",6.75,13,10
791,Wedding Envelopes | Sage | Printed Envelopes | 5x7 Envelopes (1294615438),,2022-12-2421:10,2023-04-2420:10,2,103,98%,700,6.80,13,10
110,"Calligraphy Wedding, Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (726422976)",PS/tyc/calligraphy,2022-12-0914:30,2023-04-0913:30,6,"1,190",98%,"8,473",7.12,13,10
390,"Kraft Sunflower Wedding Invitation, Concertina Wedding Invite, Sunflowers Wedding Invitations, Tri Fold, Wedding Invites, Kraft, Rustic, Eco (1028354052)",PS conc/krftsun,2022-12-0710:21,2023-04-0412:09,5,553,98%,"4,099",7.41,13,10
5,Adhesive Wax Seal | Blush (1257000477),1/blush/ws,2022-12-2112:57,2023-04-2111:57,3,190,98%,"1,446",7.61,13,10
78,"Blue Roses Save The Date, Powder Blue Save the Dates Cards With Envelopes, Blue &amp; Gold Save Our Date, Save The Date, Save The Dates, Floral (1041803477)",PS sdc/blueroses,2022-12-0606:08,2023-04-0412:20,6,554,98%,"4,256",7.68,13,10
925,"Wedding Invitation, Concertina Wedding Invite, Wedding Invitations Folded, Tri Fold Wedding Invitation, Wedding Invites, Kraft, Rustic (692475893)",PS conc/krft,2022-12-1709:44,2023-04-1708:44,4,"1,381",99%,"10,946",7.93,13,10
944,"Wedding Invitation, Invites, Invitation Set, Invitation Cards, Gatefold, Concertina, Tri Fold, Reception, Evening, Personalised, Greenery XX (572355881)",,2022-12-3007:49,2023-04-2909:05,4,"1,872",99%,"16,030",8.56,13,10
647,"Simple Save The Date, Elegant Save The Dates, Personalised Save The Date Card, Black And White, Customised, Unique, Personalized, Script (607415008)",PS sdc/script,2022-12-1712:08,2023-04-1711:08,5,"1,660",99%,"14,680",8.84,13,10
987,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Greenery, Eucalyptus (822432436)",men/greeneryeuc,2022-12-0108:24,2023-02-1216:34,6,905,99%,"8,070",8.92,13,10
546,"Rustic Flowers Save The Date, Burgundy Save The Dates, Feather Save The Date Cards, Wedding Save The Date, Floral, Blush, Florals, Botanical (621248179)",PS sdc/rustflo,2022-12-1907:37,2023-04-1906:37,6,"1,660",99%,"14,995",9.03,13,10
755,"Tis The Season Foil Concertina Invite, Foiled Wedding Invitations, Invites, Luxury Invitation, Suite, Gold Foil, Rose Gold, Silver, Rustic (1251015579)",conc/tis/ONE,2022-12-1507:42,2023-03-2015:24,4,200,99%,"1,829",9.15,13,10
950,"Wedding Invitation, Wedding Invites, Reception Invite, Invitations For Wedding, Affordable Wedding Invitations, Destination, Gold, Abroad (584028073)",PS flat/dest,2022-12-0608:21,2023-04-0505:20,4,"1,822",99%,"16,741",9.19,13,10
136,"Destination Wedding Invitation, Wedding Abroad Invites, Beach Wedding Invite, Travel Wedding Invitation, Elopement Party Invitation, Folded (678621830)",PS conc/dest,2022-12-1309:28,2023-04-1308:28,4,"1,381",99%,"13,151",9.52,13,10
194,"Eucalyptus Place Card, Olive Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names, Name (1201346369)",plc/eucalyptus,2022-12-1910:15,2023-04-1909:15,6,284,99%,"2,756",9.70,13,10
14,"All In One Wedding Invitation, Wedding Invites Floral, Wedding Invitations Concertina, Tri Fold, Trifold Invitation, Blush Floral, Timeline (692475713)",PS conc/whim,2022-12-2717:01,2023-04-2716:01,4,"1,381",99%,"13,604",9.85,13,10
